Id,SalePrice
1461,122387.24186234632
1462,153650.7325711416
1463,171061.31454541435
1464,191472.2015474055
1465,201035.63460857884
1466,163942.67128918247
1467,182494.1459355861
1468,155251.68204826425
1469,193465.61761360054
1470,116578.57139443411
1471,190462.24079389338
1472,98256.43048257931
1473,99101.88210095526
1474,141585.6074969837
1475,114849.76427000413
1476,365513.53292185086
1477,250125.48690253912
1478,285669.58788979123
1479,292012.81655793387
1480,461281.1093407278
1481,313094.8052644413
1482,195900.30462432042
1483,179184.96338729735
1484,154414.1997690855
1485,192549.4750610749
1486,189356.76474738593
1487,333698.31952582614
1488,226588.16767468734
1489,191009.0174109406
1490,216320.43033889166
1491,194577.225881506
1492,93201.89131375821
1493,187452.7815991086
1494,308658.7956476173
1495,297670.5752149836
1496,214151.62689058002
1497,180011.49054243238
1498,157658.833514597
1499,164028.42870458154
1500,156414.50804704346
1501,162531.71530648685
1502,134386.5893512652
1503,296059.54956572544
1504,233843.7885517552
1505,213366.89031585713
1506,205725.82936240916
1507,250404.70236959434
1508,213111.30796255442
1509,165244.4029385576
1510,143738.05650637072
1511,145971.64684413967
1512,179689.35540399197
1513,176374.2690199781
1514,149596.72639891677
1515,179331.7292476673
1516,158157.64735722065
1517,174431.86159085654
1518,124323.15711790764
1519,216085.47822029504
1520,131289.97534037754
1521,130712.09577653416
1522,175182.60562166813
1523,112098.19673069744
1524,133462.43583317898
1525,120736.72540855936
1526,117583.46933056929
1527,109068.81668364094
1528,142004.03889722333
1529,149842.729071222
1530,169750.58883822252
1531,96975.5858637565
1532,97680.26127707065
1533,159514.0175825802
1534,124407.92904942473
1535,149526.5058183201
1536,111830.63253195427
1537,60456.20693788898
1538,140764.84282247798
1539,204973.59887009882
1540,101319.16851310717
1541,138484.8432162363
1542,145803.5585418177
1543,171999.04882632254
1544,88654.65791614297
1545,126317.58726764652
1546,145787.02519002557
1547,116031.309636621
1548,146414.2291474021
1549,122225.5430705369
1550,135938.88721317254
1551,112560.58355609095
1552,126340.61311052751
1553,135716.5348938328
1554,120804.03953101518
1555,156630.64873627134
1556,76753.57941261883
1557,108832.51606380114
1558,99852.97313568703
1559,50831.644863133435
1560,130969.53332295002
1561,123533.02159164833
1562,134142.47235389968
1563,120094.61613038741
1564,143476.21884026352
1565,144960.10263821745
1566,232893.59690241187
1567,72969.88620578004
1568,218109.1189897115
1569,128670.55892795627
1570,155567.3264214943
1571,134411.3134637818
1572,145996.06358977823
1573,246082.13814417747
1574,126792.19387628991
1575,208691.1266614456
1576,241929.24484703108
1577,180713.6520174134
1578,137791.18362862398
1579,145207.21096519535
1580,198605.0904750509
1581,156463.88089548168
1582,127360.80303416707
1583,284154.54413201706
1584,216122.75012277687
1585,136315.39126276103
1586,63738.90464920933
1587,110361.07125899995
1588,157133.7312201774
1589,100201.93830299709
1590,147022.8203900045
1591,96902.74595978583
1592,105688.2081768937
1593,119353.55516983151
1594,136629.0899189917
1595,101504.17907906316
1596,230956.60140435238
1597,194069.97790676978
1598,259903.0152011522
1599,179018.63322365543
1600,160182.51085576657
1601,65138.67909551486
1602,117633.27346936212
1603,66736.57825250772
1604,283812.5246493457
1605,255451.0627026093
1606,174507.8523179413
1607,184796.49543767422
1608,212783.15182931875
1609,189492.51767406796
1610,149817.0201396805
1611,152054.55196858273
1612,182429.25767112456
1613,168633.542037524
1614,130210.41415831355
1615,96646.31700425355
1616,83396.0016562036
1617,97776.61763605099
1618,124735.97225258632
1619,139931.98186540455
1620,146375.5894634014
1621,141776.98892007107
1622,141581.99289416397
1623,264147.7997273106
1624,216854.68882386698
1625,123757.67955025648
1626,177339.20913830356
1627,184122.97531373124
1628,274757.15830922837
1629,179566.7243927943
1630,355101.5269786612
1631,241839.48700487427
1632,266661.4829709908
1633,165522.83839075858
1634,183298.5473226028
1635,172016.7216062515
1636,150412.62245271006
1637,198283.43419492894
1638,185655.2648714281
1639,189254.01497597725
1640,256836.09530727312
1641,184270.55839035957
1642,244504.36030389453
1643,204347.60350631198
1644,220313.0411969455
1645,181660.2262589639
1646,168595.4674900335
1647,160990.24185442048
1648,125224.36791843518
1649,145198.87081492983
1650,111734.18208181394
1651,119456.41094642306
1652,105243.88933137247
1653,109465.88937144789
1654,139087.772805546
1655,131314.7295695514
1656,136416.29411309477
1657,144482.48703222288
1658,136568.2778117685
1659,119951.7991196501
1660,158336.73744308922
1661,408952.33979912795
1662,426477.1795948965
1663,369062.274937118
1664,478908.99668646307
1665,300827.24683656654
1666,323700.202506589
1667,377020.61508719804
1668,339694.2794292012
1669,302418.03577540314
1670,348789.6225292288
1671,244989.3487382735
1672,437459.2689410755
1673,271162.1535821253
1674,221018.88129085166
1675,175630.97869437523
1676,181300.05186828092
1677,207084.62556925075
1678,439459.31466487417
1679,371423.02009309625
1680,344673.2607396955
1681,245845.5292369389
1682,302356.1859738807
1683,168779.6414389743
1684,170092.8719976933
1685,165180.67153993077
1686,156608.15722199212
1687,167136.67095205447
1688,184245.8642407269
1689,186113.76946245716
1690,197622.36909664157
1691,183379.8369073735
1692,273148.3649570113
1693,167965.84755719584
1694,183283.70019886355
1695,166448.37664295986
1696,257431.20848654225
1697,174426.12661056372
1698,344943.55047491135
1699,302850.51820405
1700,257637.737997155
1701,291208.6859022313
1702,234753.3119069605
1703,218128.85398914083
1704,265472.09135809855
1705,223203.2857067226
1706,189574.66151395338
1707,214450.68057073685
1708,192138.0711753296
1709,250993.60833482715
1710,210366.40418600524
